"ID","date","postcode","property_type","whether_old_or_new","freehold_or_leasehold","address1","address2","address3","town","local_aut","county","postcode_short","current_energy_rating","total_floor_area","number_habitable_rooms","co2_emissions_current","co2_emissions_potential","energy_consumption_current","energy_consumption_potential","windows_energy_eff","tenure","latitude","longitude","population","altitude","london_zone","nearest_station","water_company","average_income","district","price","type_of_closest_station","num_tube_lines","num_rail_lines","num_light_rail_lines","distance_to_station"
11423,"2019-10-31","RM1 4UU","S","N","F","58",NA,"DEE WAY",NA,"ROMFORD","HAVERING","RM1","D",99,5,4.5,1.7,259,98,"Average","owner-occupied",51.597309,0.182799,110,36,6,"gidea park","Essex & Suffolk Water",49800,"Havering",378000,"rail",0,1,0,2.1643362
11424,"2019-03-07","SE6 2NB","S","N","F","95",NA,"INCHMERY ROAD",NA,"LONDON","LEWISHAM","SE6","E",172.68,5,11,8.5,315,255,"Very Poor","owner-occupied",51.440248,-0.013402,140,22,3,"bellingham","Thames Water",54200,"Lewisham",9e+05,"rail",0,1,0,0.8674744
11425,"2019-07-10","SW15 4BT","F","N","L","GRAYSWOOD POINT","FLAT 22","NORLEY VALE",NA,"LONDON","WANDSWORTH","SW15","C",57,3,1.7,1.7,167,167,"Average","owner-occupied",51.444038,-0.239279,79,38,3,"southfields","Thames Water",41400,"Kingston upon Thames",280000,"tube",1,0,0,1.923233
11426,"2019-04-17","WC1N 2JN","F","N","L","10 - 12","FLAT 4","NORTH MEWS",NA,"LONDON","CAMDEN","WC1N","D",70.56,2,3.4,2.8,291,233,"Good","rental (social)",51.522444,-0.114898,20,27,1,"chancery lane","Thames Water",50000,"Camden",720000,"tube",1,0,0,0.3846466
11427,"2019-12-10","SW3 3HD","F","N","L","CRANMER COURT","FLAT 230","WHITEHEADS GROVE",NA,"LONDON","KENSINGTON AND CHELSEA","SW3","D",62,2,2.7,1.4,245,127,"Very Poor","owner-occupied",51.491539,-0.165511,32,15,1,"sloane square","Thames Water",50600,"Kensington and Chelsea",1014000,"tube",2,0,0,0.5083052
11428,"2019-04-26","SE26 4RF","F","N","L","MAYODE HOUSE","FLAT 2","ROUND HILL",NA,"LONDON","LEWISHAM","SE26","C",79,4,1.9,1.8,127,118,"Good","rental (private)",51.435152,-0.058627,35,72,3,"forest hill","Thames Water",52300,"Lewisham",450000,"light_rail",0,1,1,0.4424368
11430,"2019-08-06","CR2 7EW","T","N","L","16",NA,"ROSAMUND CLOSE",NA,"SOUTH CROYDON","CROYDON","CR2","C",48,2,3,1.2,363,145,"Average","owner-occupied",51.364861,-0.091266,39,65,5,"south croydon","Thames Water",51400,"Croydon",235500,"rail",0,1,0,0.1727492
11431,"2019-07-05","CR2 0QZ","F","N","L","22",NA,"REDDINGTON CLOSE",NA,"SOUTH CROYDON","CROYDON","CR2","D",82,3,3.5,2.2,230,148,"Average","rental (private)",51.346285,-0.091981,35,100,6,"sanderstead","SES Water",62300,"Croydon",317500,"rail",0,1,0,0.332449
11432,"2019-05-16","DA5 3DB","T","N","F","2",NA,"CEDAR GROVE",NA,"BEXLEY","BEXLEY","DA5","D",79,5,3.8,1.2,273,85,"Average","owner-occupied",51.44729,0.122013,49,32,5,"albany park","Thames Water",51000,"Bexley",427000,"rail",0,1,0,1.0849644
11434,"2019-07-23","TW1 4RB","T","N","F","78",NA,"CROSS DEEP",NA,"TWICKENHAM","RICHMOND UPON THAMES","TW1","D",198,7,5.9,3.5,170,99,"Good","owner-occupied",51.440275,-0.333109,43,11,5,"strawberry hill","Thames Water",70300,"Richmond upon Thames",1550000,"rail",0,1,0,0.49712
11436,"2019-12-20","SW2 4TL","F","N","L","WAVERTREE COURT","FLAT 1","STREATHAM HILL",NA,"LONDON","LAMBETH","SW2","E",39,2,3.1,1.7,441,248,"Very Poor","rental (private)",51.441573,-0.124417,52,58,3,"streatham hill","Thames Water",54400,"Lambeth",285000,"rail",0,1,0,0.2883296
11437,"2019-07-12","SW12 0NB","F","N","L","68B",NA,"WEIR ROAD",NA,"LONDON","LAMBETH","SW12","D",45.16,2,2.8,2.6,366,343,"Average","rental (private)",51.445555,-0.141811,60,26,3,"balham","Thames Water",64000,"Wandsworth",362500,"tube",1,1,0,0.6313424
11438,"2019-03-29","CR0 1AP","F","N","L","ALBURY COURT","25","TANFIELD ROAD",NA,"CROYDON","CROYDON","CR0","C",53,3,1.2,1.1,132,120,"Average","owner-occupied",51.365879,-0.103553,68,55,5,"south croydon","Thames Water",51400,"Croydon",210000,"rail",0,1,0,0.755001
11439,"2019-08-12","NW7 4JR","D","N","F","8",NA,"THE REDDINGS",NA,"LONDON","BARNET","NW7","D",97,4,5,2,293,116,"Average","owner-occupied",51.623367,-0.242488,86,106,4,"mill hill broadway","Affinity Water",55000,"Barnet",825000,"rail",0,1,0,0.9302358
11440,"2019-05-02","UB2 5TX","T","N","F","156",NA,"WENTWORTH ROAD",NA,"SOUTHALL","HOUNSLOW","UB2","D",87,5,4.1,1.2,263,77,"Average","owner-occupied",51.495433,-0.391575,183,32,4,"southall","Thames Water",43800,"Ealing",177000,"rail",0,1,0,1.193088
11441,"2019-09-23","SW1V 4QF","T","N","F","142",NA,"CAMBRIDGE STREET",NA,"LONDON","WESTMINSTER","SW1V","E",108,5,8.4,3.9,441,202,"Average","owner-occupied",51.489259,-0.142339,113,12,1,"pimlico","Thames Water",61900,"Westminster",1250000,"tube",1,0,0,0.4592146
11442,"2019-08-30","SW18 4QF","F","N","L","2A",NA,"PENWITH ROAD",NA,"LONDON","WANDSWORTH","SW18","D",54.35,3,3.4,2.7,337,260,"Poor","rental (private)",51.441037,-0.195637,75,10,3,"earlsfield","Thames Water",76700,"Wandsworth",655000,"rail",0,1,0,0.447408
11444,"2019-08-05","W7 2AF","S","N","F","48",NA,"SOUTHDOWN AVENUE",NA,"LONDON","EALING","W7","D",116,6,4.7,1.9,229,90,"Average","owner-occupied",51.499052,-0.328848,70,26,4,"boston manor","Thames Water",63600,"Ealing",785000,"tube",1,0,0,0.344877
11445,"2019-04-01","SE15 3UE","F","N","F","46A",NA,"WAVENEY AVENUE",NA,"LONDON","SOUTHWARK","SE15","D",73,4,3,1.6,236,128,"Poor","owner-occupied",51.4613,-0.059029,105,30,2,"nunhead","Thames Water",45300,"Southwark",660000,"rail",0,1,0,0.6425276
11446,"2019-09-27","N2 0QL","D","N","F","15",NA,"HOLNE CHASE",NA,"LONDON","BARNET","N2","E",436,10,25,14,320,187,"Poor","owner-occupied",51.580192,-0.176823,59,77,3,"east finchley","Affinity Water",71600,"Barnet",3500000,"tube",1,0,0,1.0166104
11447,"2019-11-06","SW9 0LS","F","N","L","54C",NA,"OFFLEY ROAD",NA,"LONDON","LAMBETH","SW9","D",42,2,2.7,0.9,363,129,"Very Poor","rental (private)",51.480175,-0.112983,158,9,2,"oval","Thames Water",56800,"Lambeth",425000,"tube",1,0,0,0.1572142
11448,"2019-02-08","SW16 6JD","T","N","F","21",NA,"HAMBRO ROAD",NA,"LONDON","LAMBETH","SW16","D",103.75,6,5.1,5,249,245,"Average","owner-occupied",51.423676,-0.134413,188,38,3,"streatham","Thames Water",54800,"Croydon",710500,"rail",0,1,0,0.5418608
11449,"2019-03-18","SW17 0JU","T","N","F","THE COTTAGE",NA,"FRANCHE COURT ROAD",NA,"LONDON","WANDSWORTH","SW17","D",84,3,4.5,1.1,301,75,"Average","owner-occupied",51.435366,-0.183631,116,12,3,"earlsfield","Thames Water",63100,"Wandsworth",665000,"rail",0,1,0,0.6344494
11450,"2019-03-27","IG3 8HY","F","N","L","197A",NA,"ALDBOROUGH ROAD SOUTH",NA,"ILFORD","REDBRIDGE","IG3","D",56,3,4.7,2.7,480,272,"Average","rental (social)",51.569736,0.095025,57,17,4,"seven kings","Essex & Suffolk Water",49700,"Redbridge",240000,"rail",0,1,0,0.4685356
11451,"2019-12-20","SW1W 8TP","T","N","F","41",NA,"EATON TERRACE",NA,"LONDON","WESTMINSTER","SW1W","D",214,7,9.2,6.5,243,172,"Average","rental (private)",51.493591,-0.154192,18,12,1,"sloane square","Thames Water",56300,"Westminster",6432888,"tube",2,0,0,0.1777204
11453,"2019-04-26","E7 0AW","T","N","F","49",NA,"HUDDLESTONE ROAD",NA,"LONDON","WALTHAM FOREST","E7","D",68,4,3.4,1.1,286,91,"Very Poor","rental (private)",51.554873,0.017439,125,16,3,"wanstead park","Thames Water",51100,"Newham",467000,"light_rail",0,0,1,0.5946798
11454,"2019-10-25","SW17 8SX","F","N","L","16A",NA,"LETCHWORTH STREET","TOOTING","LONDON","WANDSWORTH","SW17","C",48.643,3,2.5,2,302,252,"Very Poor","rental (private)",51.430488,-0.163785,181,22,3,"tooting broadway","Thames Water",53600,"Wandsworth",430000,"tube",1,0,0,0.394589
11455,"2019-09-24","BR7 6NH","S","N","F","19",NA,"MELANDA CLOSE",NA,"CHISLEHURST","BROMLEY","BR7","D",59,4,3.1,0.7,301,63,"Average","owner-occupied",51.420241,0.050713,43,88,4,"elmstead woods","Thames Water",72000,"Bromley",5e+05,"rail",0,1,0,0.531297
11456,"2019-01-18","N3 2AG","T","N","F","9",NA,"QUEENS ROAD",NA,"LONDON","BARNET","N3","C",123,7,2.9,1.7,134,76,"Good","owner-occupied",51.600605,-0.178392,96,76,4,"finchley central","Affinity Water",53100,"Barnet",595000,"tube",1,0,0,0.826462
11457,"2019-04-18","CR7 6JA","F","N","L","750B",NA,"LONDON ROAD",NA,"THORNTON HEATH","CROYDON","CR7","F",51,3,6,2,688,236,"Average","rental (private)",51.393662,-0.11386,15,46,4,"thornton heath","Thames Water",49000,"Croydon",201000,"rail",0,1,0,0.6872684
11458,"2019-05-07","BR6 7AW","S","N","F","67",NA,"HILDA VALE ROAD",NA,"ORPINGTON","BROMLEY","BR6","E",104,5,6.8,1.6,367,87,"Average","owner-occupied",51.364998,0.061461,95,108,6,"orpington","Thames Water",50500,"Bromley",405000,"rail",0,1,0,1.550393
11459,"2019-10-04","SE9 3NX","T","N","F","80",NA,"FELHAMPTON ROAD",NA,"LONDON","GREENWICH","SE9","D",119,7,4.2,1.7,201,80,"Average","owner-occupied",51.431056,0.065239,71,72,4,"new eltham","Thames Water",52100,"Greenwich",545000,"rail",0,1,0,0.8121698
11460,"2019-05-03","E5 9BN","T","N","F","60",NA,"LINGWOOD ROAD",NA,"LONDON","HACKNEY","E5","C",210,9,5.1,3.1,138,82,"Average","owner-occupied",51.57298,-0.062371,326,13,3,"stamford hill","Thames Water",46000,"Hackney",1400000,"light_rail",0,0,1,0.7786142
11461,"2019-02-06","KT6 6LW","F","N","L","KAMPALA LODGE, 21","FLAT 5","LANGLEY ROAD",NA,"SURBITON","KINGSTON UPON THAMES","KT6","E",33,1,3.3,1.5,599,267,"Very Poor","owner-occupied",51.387105,-0.30006,47,36,6,"surbiton","Thames Water",57900,"Kingston upon Thames",245000,"rail",0,1,0,0.5940584
11463,"2019-10-28","DA15 9BS","S","N","F","2",NA,"CHATSWORTH AVENUE",NA,"SIDCUP","BEXLEY","DA15","E",92,5,5.5,3.1,339,190,"Average","owner-occupied",51.440532,0.103813,45,33,5,"sidcup","Thames Water",56500,"Bexley",525000,"rail",0,1,0,0.543725
11464,"2019-09-09","CR0 7RZ","S","N","F","51",NA,"LORNE GARDENS",NA,"CROYDON","CROYDON","CR0","E",103,5,7.1,2.7,357,135,"Good","owner-occupied",51.385746,-0.047813,106,52,3,"arena","Thames Water",56200,"Croydon",495000,"light_rail",0,0,1,0.7214454
11467,"2019-09-04","SW6 6TD","F","N","L","335B",NA,"FULHAM PALACE ROAD",NA,"LONDON","HAMMERSMITH AND FULHAM","SW6","D",78,3,3.8,2.7,253,178,"Good","rental (private)",51.475672,-0.214805,43,6,2,"putney bridge","Thames Water",69400,"Hammersmith and Fulham",675000,"tube",1,0,0,0.6363136
11468,"2019-07-25","SW19 2HD","F","N","L","12 - 14","FLAT 1","HAREWOOD ROAD","COLLIERS WOOD","LONDON","MERTON","SW19","C",42.6,2,1.7,1.6,241,220,"Average","owner-occupied",51.419228,-0.169443,156,18,3,"colliers wood","Thames Water",64700,"Merton",307500,"tube",1,0,0,0.416338
11469,"2019-04-15","SE12 9AJ","T","N","F","166",NA,"SIDCUP ROAD",NA,"LONDON","GREENWICH","SE12","D",65,4,2.4,1.2,196,94,"Average","owner-occupied",51.447555,0.029875,110,31,3,"lee","Thames Water",44500,"Lewisham",330000,"rail",0,1,0,1.0650796
11471,"2019-10-09","SE26 4JX","D","N","F","36",NA,"ADDINGTON GROVE",NA,"LONDON","LEWISHAM","SE26","E",92.36,5,5.9,5.1,331,287,"Good","rental (social)",51.427012,-0.043393,50,37,4,"lower sydenham","Thames Water",52600,"Lewisham",6e+05,"rail",0,1,0,0.6934824
11472,"2019-10-11","KT4 8SF","S","N","F","42",NA,"BURNHAM DRIVE",NA,"WORCESTER PARK","SUTTON","KT4","D",92,5,4.3,1.3,267,76,"Average","owner-occupied",51.3766,-0.225329,75,38,4,"worcester park","SES Water",55400,"Sutton",505000,"rail",0,1,0,1.2067588
11473,"2019-07-05","SE26 4EX","T","N","F","21",NA,"HIGHCLERE STREET",NA,"LONDON","LEWISHAM","SE26","D",92,5,4.4,1.8,245,100,"Average","owner-occupied",51.427419,-0.042455,69,36,4,"lower sydenham","Thames Water",52600,"Lewisham",505000,"rail",0,1,0,0.6934824
11474,"2019-08-21","CR7 7EH","T","N","F","42",NA,"LAKEHALL ROAD",NA,"THORNTON HEATH","CROYDON","CR7","D",83,4,3.5,1,217,61,"Average","owner-occupied",51.39325,-0.106144,131,45,4,"thornton heath","Thames Water",51500,"Croydon",325000,"rail",0,1,0,0.5362682
11476,"2019-01-25","N13 5LG","T","N","F","24",NA,"THE GROVE",NA,"LONDON","ENFIELD","N13","E",90,5,4.8,1.2,342,96,"Good","owner-occupied",51.616227,-0.106031,51,35,4,"palmers green","Thames Water",45900,"Enfield",630000,"rail",0,1,0,0.3995602
11477,"2019-07-22","CR2 0EU","D","N","F","10",NA,"ELLENBRIDGE WAY",NA,"SOUTH CROYDON","CROYDON","CR2","D",91,5,3.4,1.9,211,114,"Average","owner-occupied",51.346523,-0.084001,55,114,6,"sanderstead","SES Water",66500,"Croydon",620000,"rail",0,1,0,0.720824
11478,"2019-01-10","DA7 4DT","T","N","F","156",NA,"CHURCH ROAD",NA,"BEXLEYHEATH","BEXLEY","DA7","D",94,4,3.4,1.5,189,79,"Average","owner-occupied",51.464421,0.137896,57,50,5,"bexleyheath","Thames Water",53500,"Bexley",387000,"rail",0,1,0,0.2479386
11479,"2019-08-08","W7 1NB","T","N","F","47",NA,"ALLINGHAM CLOSE",NA,"LONDON","EALING","W7","C",116,6,3.3,1.6,164,74,"Good","owner-occupied",51.513159,-0.332497,112,31,4,"drayton green","Thames Water",60200,"Ealing",490000,"rail",0,1,0,0.503334
11480,"2019-03-22","N13 4LJ","T","N","F","43",NA,"BOURNE HILL",NA,"LONDON","ENFIELD","N13","D",134,6,4.4,2.4,204,116,"Average","owner-occupied",51.625639,-0.108615,64,53,4,"palmers green","Thames Water",55700,"Enfield",785000,"rail",0,1,0,0.655577
11481,"2019-10-25","SE20 8AE","F","N","L","27",NA,"RIDSDALE ROAD",NA,"LONDON","BROMLEY","SE20","E",53,2,4.1,1.5,408,154,"Average","owner-occupied",51.413183,-0.066806,19,55,4,"anerley","Thames Water",43100,"Bromley",307500,"light_rail",0,1,1,0.1311154
11482,"2019-08-27","UB8 2YH","F","N","L","39",NA,"COBDEN CLOSE",NA,"UXBRIDGE","HILLINGDON","UB8","D",76.84,4,3.1,2.8,248,222,"Average","owner-occupied",51.542777,-0.482055,133,35,6,"uxbridge","Affinity Water",45800,"Hillingdon",282250,"tube",2,0,0,0.4001816
11483,"2019-10-31","E15 3JZ","T","N","F","21",NA,"ABBEY ROAD",NA,"LONDON","NEWHAM","E15","D",86,5,3,1,198,66,"Average","rental (private)",51.534145,0.005996,77,6,3,"abbey road","Thames Water",45300,"Newham",376000,"light_rail",0,0,1,0.2056834
11484,"2019-10-25","SM4 4RQ","T","N","F","12",NA,"DUDLEY DRIVE",NA,"MORDEN","MERTON","SM4","D",95,5,4.3,1.7,255,102,"Good","owner-occupied",51.385799,-0.213552,90,37,4,"st helier","SES Water",59100,"Merton",468750,"rail",0,1,0,0.9681412
11485,"2019-08-23","RM10 8XU","S","N","F","26",NA,"FOXLANDS ROAD",NA,"DAGENHAM","BARKING AND DAGENHAM","RM10","D",96.3,5,4.8,4.1,297,253,"Good","owner-occupied",51.544884,0.16366,185,10,5,"dagenham east","Essex & Suffolk Water",45000,"Barking and Dagenham",370000,"tube",1,0,0,0.1733706
11486,"2019-02-20","BR5 4JL","F","N","L","52",NA,"BOURNEWOOD ROAD",NA,"ORPINGTON","BROMLEY","BR5","D",41,2,2,1.3,249,166,"Average","owner-occupied",51.381228,0.113063,28,67,6,"st mary cray","Thames Water",50900,"Bromley",205000,"rail",0,1,0,1.351545
11487,"2019-09-06","SE12 9LG","T","N","F","49",NA,"HORNCASTLE ROAD",NA,"LONDON","LEWISHAM","SE12","E",86,5,5.7,2.6,373,172,"Average","owner-occupied",51.44678,0.018543,95,39,3,"lee","Thames Water",53700,"Lewisham",290000,"rail",0,1,0,0.5120336
11488,"2019-05-17","RM5 3EH","T","N","F","4",NA,"KENWAY",NA,"ROMFORD","HAVERING","RM5","D",78,4,3.5,0.9,256,60,"Average","owner-occupied",51.592263,0.164509,73,26,6,"romford","Essex & Suffolk Water",48000,"Havering",337000,"light_rail",0,1,1,1.6690804
11489,"2019-05-23","SM5 2RX","F","N","L","HEATH COURT, 135 - 139","7","WRYTHE LANE",NA,"CARSHALTON","SUTTON","SM5","E",46,2,3.1,2.1,404,272,"Good","owner-occupied",51.375958,-0.177679,11,44,5,"carshalton","SES Water",48600,"Sutton",210000,"rail",0,1,0,0.804713
11490,"2019-09-12","E7 9BN","T","N","F","116",NA,"ODESSA ROAD",NA,"LONDON","NEWHAM","E7","D",102,4,3.6,1.2,199,63,"Good","owner-occupied",51.55182,0.018213,113,14,3,"forest gate","Thames Water",48700,"Newham",445000,"rail",0,1,0,0.6226428
11491,"2019-09-26","HA7 1DX","F","N","L","41",NA,"CHICHESTER COURT",NA,"STANMORE","HARROW","HA7","C",29.36,3,1.7,1.3,376,288,"Good","owner-occupied",51.595609,-0.292489,185,50,4,"queensbury","Affinity Water",56200,"Harrow",287000,"tube",1,0,0,0.4946344
11493,"2019-09-18","TW3 2JH","S","N","F","26",NA,"RYDAL GARDENS","WHITTON","HOUNSLOW","RICHMOND UPON THAMES","TW3","D",56.68,5,3.8,3.8,400,400,"Average","rental (private)",51.455914,-0.363788,136,21,5,"hounslow","Thames Water",59000,"Hounslow",507000,"rail",0,1,0,0.5580172
11494,"2019-07-01","SW17 7NJ","T","N","F","20",NA,"LINGWELL ROAD",NA,"LONDON","WANDSWORTH","SW17","D",160,8,6.3,2.2,224,76,"Good","owner-occupied",51.435187,-0.168647,96,28,3,"tooting bec","Thames Water",53600,"Wandsworth",1e+06,"tube",1,0,0,0.4766138
11495,"2019-09-20","SM6 9QH","S","N","F","71",NA,"ONSLOW GARDENS",NA,"WALLINGTON","SUTTON","SM6","F",147,7,9.6,3.9,371,150,"Very Poor","owner-occupied",51.354492,-0.14669,74,77,5,"wallington","SES Water",55100,"Sutton",580000,"rail",0,1,0,0.546832
11496,"2019-05-31","DA6 7LY","T","N","F","41",NA,"HIGHLAND ROAD",NA,"BEXLEYHEATH","BEXLEY","DA6","D",78,4,3.2,2,236,142,"Average","owner-occupied",51.454005,0.148348,39,53,6,"barnehurst","Thames Water",49900,"Bexley",303000,"rail",0,1,0,1.1446188
11498,"2019-01-28","SE16 7LY","F","N","L","ODESSA WHARF, 7","FLAT 3","ODESSA STREET",NA,"LONDON","SOUTHWARK","SE16","C",71,2,2.2,2.1,174,163,"Average","owner-occupied",51.496937,-0.033516,7,8,2,"surrey quays","Thames Water",63300,"Southwark",440000,"light_rail",0,0,1,0.8196266
11499,"2019-09-30","E1 7TS","F","N","L","MERCHANT HOUSE, 39","FLAT 28","GOULSTON STREET",NA,"LONDON","TOWER HAMLETS","E1","D",38,2,2,1.6,310,245,"Average","owner-occupied",51.51647,-0.075422,NA,20,1,"aldgate east","Thames Water",53100,"Tower Hamlets",365000,"tube",2,0,0,0.1882842
11500,"2019-10-18","E14 7AJ","F","N","L","TASKER HOUSE","FLAT 20","WALLWOOD STREET",NA,"LONDON","TOWER HAMLETS","E14","D",31,1,1.9,1.5,328,257,"Average","rental (private)",51.516244,-0.027724,105,9,2,"westferry","Thames Water",48000,"Tower Hamlets",184000,"light_rail",0,0,1,0.5816304
11501,"2019-12-17","UB5 6GA","F","N","L","CALEDONIAN COURT, 2","FLAT 40","TAYWOOD ROAD",NA,"NORTHOLT","EALING","UB5","B",64.8,3,1.3,1.3,123,123,"Good","owner-occupied",51.529708,-0.379612,43,33,5,"northolt","Affinity Water",44800,"Ealing",285000,"tube",1,0,0,1.6454672
11502,"2019-03-15","SW16 5JF","T","N","F","43",NA,"ROWAN ROAD",NA,"LONDON","MERTON","SW16","E",84,5,4.4,0.9,302,57,"Average","owner-occupied",51.409235,-0.142421,61,31,3,"mitcham eastfields","Thames Water",53700,"Croydon",370000,"rail",0,1,0,0.608972
11503,"2019-03-28","SW9 7UZ","F","N","L","33",NA,"STYLES GARDENS",NA,"LONDON","LAMBETH","SW9","D",117,3,4.2,2.6,204,127,"Average","owner-occupied",51.467105,-0.104394,63,13,2,"loughborough junction","Thames Water",44100,"Lambeth",355000,"rail",0,1,0,0.1901484
11504,"2019-09-27","TW2 5JQ","S","N","F","70",NA,"RIVERMEADS AVENUE",NA,"TWICKENHAM","RICHMOND UPON THAMES","TW2","D",124,5,4.7,2,217,92,"Average","owner-occupied",51.439016,-0.368234,55,22,5,"whitton","Thames Water",61900,"Richmond upon Thames",570000,"rail",0,1,0,1.0644582
11505,"2019-09-24","EN3 6DZ","F","N","L","93",NA,"TYSOE AVENUE",NA,"ENFIELD","ENFIELD","EN3","C",40,2,1.6,1.2,227,178,"Good","rental (private)",51.672859,-0.026192,145,18,6,"enfield lock","Thames Water",45800,"Enfield",210000,"rail",0,1,0,0.2212184
11506,"2019-12-06","SM4 6JU","T","N","F","372",NA,"ST HELIER AVENUE",NA,"MORDEN","SUTTON","SM4","D",67,4,3.5,1.5,294,127,"Good","owner-occupied",51.3864,-0.189926,88,44,4,"st helier","SES Water",46900,"Merton",317000,"rail",0,1,0,0.6443918
11507,"2019-08-23","UB4 8ST","S","N","F","20",NA,"LANGDALE DRIVE",NA,"HAYES","HILLINGDON","UB4","E",110,6,6.1,2,286,94,"Very Poor","owner-occupied",51.537227,-0.424592,29,31,6,"hillingdon","Affinity Water",51300,"Hillingdon",465000,"tube",2,0,0,2.706197
11508,"2019-01-31","SW13 9EX","D","N","F","52",NA,"CASTELNAU",NA,"LONDON","RICHMOND UPON THAMES","SW13","E",407,12,21.9,20.5,285,266,"Good","owner-occupied",51.479757,-0.236939,72,9,3,"barnes bridge","Thames Water",65600,"Richmond upon Thames",5800000,"rail",0,1,0,0.9830548
11509,"2019-04-02","BR5 4RN","T","N","F","17",NA,"STANTON CLOSE",NA,"ORPINGTON","BROMLEY","BR5","C",43,2,1.6,0,193,-11,"Good","rental (private)",51.381749,0.114582,72,68,6,"st mary cray","Thames Water",50900,"Bromley",235000,"rail",0,1,0,1.4124422
11512,"2019-07-05","KT9 1HR","F","N","L","1",NA,"RANYARD CLOSE",NA,"CHESSINGTON","KINGSTON UPON THAMES","KT9","C",49,2,1.7,1.3,178,134,"Good","rental (private)",51.37302,-0.297436,90,32,6,"chessington north","Thames Water",57500,"Kingston upon Thames",210000,"rail",0,1,0,0.9488778
11513,"2019-07-12","SE26 5RW","T","N","F","20",NA,"HILLMORE GROVE",NA,"LONDON","LEWISHAM","SE26","D",135,6,6.5,3,273,124,"Average","owner-occupied",51.424793,-0.044639,69,35,3,"sydenham","Thames Water",52600,"Lewisham",645000,"light_rail",0,1,1,0.6300996
11514,"2019-01-29","EN3 5UD","T","N","F","101",NA,"ALBANY ROAD",NA,"ENFIELD","ENFIELD","EN3","D",85,4,3.4,0.8,228,54,"Average","rental (social)",51.668495,-0.037115,55,20,6,"enfield lock","Thames Water",39700,"Enfield",370000,"rail",0,1,0,0.5946798
11515,"2019-07-12","SE12 9JL","T","N","F","94",NA,"WOODYATES ROAD",NA,"LONDON","LEWISHAM","SE12","D",96,4,3.9,1.5,232,87,"Average","owner-occupied",51.446094,0.020225,34,44,3,"lee","Thames Water",53700,"Lewisham",490000,"rail",0,1,0,0.6468774
11516,"2019-10-11","W5 2AW","D","N","F","8",NA,"CARLTON ROAD",NA,"LONDON","EALING","W5","F",379,11,25,11,376,159,"Very Poor","owner-occupied",51.516105,-0.311468,110,40,3,"west ealing","Thames Water",64800,"Ealing",2870000,"rail",0,1,0,0.4902846
11517,"2019-04-15","HA9 9TB","S","N","F","13",NA,"TOLEY AVENUE",NA,"WEMBLEY","BRENT","HA9","E",184.72,8,9.3,5.4,343,206,"Poor","owner-occupied",51.575421,-0.293073,53,48,4,"preston road","Affinity Water",47800,"Brent",8e+05,"tube",1,0,0,0.2628522
11518,"2019-06-27","E6 2DL","T","N","F","178",NA,"CLEMENTS ROAD",NA,"LONDON","NEWHAM","E6","C",81,4,2.6,0.7,183,47,"Good","owner-occupied",51.53812,0.059354,154,8,3,"east ham","Thames Water",46000,"Newham",390000,"tube",2,0,0,0.5518032
11519,"2019-06-17","SE15 4LF","T","N","F","67",NA,"MAXTED ROAD",NA,"LONDON","SOUTHWARK","SE15","D",103,4,4,1.6,221,83,"Poor","rental (private)",51.465016,-0.072261,125,18,2,"peckham rye","Thames Water",52500,"Southwark",895354,"light_rail",0,1,1,0.394589
11520,"2019-01-25","BR5 2QE","F","N","L","59",NA,"PETERSHAM DRIVE",NA,"ORPINGTON","BROMLEY","BR5","C",44,2,1.6,1.4,211,178,"Average","owner-occupied",51.400342,0.098831,147,81,6,"st mary cray","Thames Water",52400,"Bromley",170000,"rail",0,1,0,0.6978322
11521,"2019-05-29","W3 6YQ","F","N","L","30",NA,"PERRY AVENUE",NA,"LONDON","EALING","W3","C",37,2,1.3,1.3,211,212,"Good","rental (private)",51.518638,-0.259638,91,35,2,"acton main line","Thames Water",51800,"Ealing",247000,"rail",0,1,0,0.546832
11522,"2019-09-13","SW12 0HF","F","N","L","29A",NA,"EMMANUEL ROAD",NA,"LONDON","LAMBETH","SW12","D",90.75,5,4.1,3.6,236,207,"Very Poor","owner-occupied",51.441901,-0.139887,35,32,3,"balham","Thames Water",64000,"Wandsworth",690000,"tube",1,1,0,0.6611696
11523,"2019-07-12","E5 9HH","F","N","L","HERON COURT, 14","FLAT 8","BIG HILL",NA,"LONDON","HACKNEY","E5","B",70,3,1.1,1.1,88,88,"Good","owner-occupied",51.568621,-0.054332,122,15,2,"clapton","Thames Water",44600,"Hackney",196000,"light_rail",0,0,1,0.7003178
11524,"2019-10-04","SW18 4QF","F","N","L","4",NA,"PENWITH ROAD",NA,"LONDON","WANDSWORTH","SW18","D",59,3,2.8,1.3,245,114,"Good","owner-occupied",51.441037,-0.195637,75,10,3,"earlsfield","Thames Water",76700,"Wandsworth",521250,"rail",0,1,0,0.447408
11526,"2019-08-23","N11 3FP","F","N","L","PRINCESS PARK MANOR","FLAT 103","ROYAL DRIVE",NA,"LONDON","BARNET","N11","B",91.98,3,1.6,1.4,105,93,"Good","owner-occupied",51.6139,-0.145025,81,58,4,"new southgate","Affinity Water",54300,"Barnet",460000,"rail",0,1,0,0.6040008
